defect_code,mean_R,mean_G,mean_B,std_R,std_G,std_B,contrast,smoothness,entropy,edge_density
0,75.3734130859375,39.6171875,23.33056640625,34.02107524335651,24.308348627339562,17.51510517938185,22.761959888964224,0.04208407070262039,6115.776329856235,0.35400390625
0,79.0435791015625,42.5479736328125,24.3355712890625,32.8484799799735,23.765535488311215,17.445949294686415,22.255746152689404,0.04300012536404278,6374.6446906660585,0.35595703125
1,78.70721435546875,42.47344970703125,24.62506103515625,33.24265340748633,23.83091229935277,17.57873219426811,22.40650841556951,0.04272315982570136,6370.795023820439,0.34466552734375
0,78.96478271484375,42.7646484375,24.9449462890625,33.48784604146305,24.235158862110154,17.820972391526144,22.716422309047232,0.042164875754406035,6380.411239268689,0.347900390625
0,79.30859375,43.27142333984375,25.4820556640625,33.81859687371485,24.07637077434132,17.908623459432757,22.6880859425441,0.04221531458580144,6424.36985757575,0.34759521484375
0,78.88458251953125,42.79669189453125,25.0594482421875,33.833980030202014,24.385359102710726,17.77290366198995,22.832380771490648,0.04195971898855545,6377.170376942924,0.34576416015625
0,78.4854736328125,42.3997802734375,24.6748046875,33.367483410363846,24.018061440140112,17.712788623512335,22.518832431282892,0.04251911751664505,6358.20874292873,0.3419189453125
0,80.73382568359375,43.675537109375,25.5684814453125,32.63777158666691,23.652690704094212,17.42709626745332,22.18329404998603,0.043134508747716224,6490.717069750286,0.3416748046875
0,80.58050537109375,43.55364990234375,25.343017578125,33.067157093711955,23.899103866741342,17.644531234798638,22.44042680551836,0.04266133924509341,6457.363124562009,0.34600830078125
0,79.61981201171875,42.84942626953125,24.67279052734375,33.15806759809233,23.721669902472065,17.450681814112887,22.321973007531184,0.042878018925631964,6397.18826947706,0.34844970703125
0,74.68975830078125,39.39093017578125,23.61480712890625,34.261273201628974,24.5378662109709,17.517071137527953,22.947822243912825,0.04175745041928332,6095.156553105201,0.35498046875
0,79.810302734375,42.93280029296875,24.66363525390625,33.35857399954848,23.973805454472725,17.668246916137903,22.560441467363216,0.04244402641543184,6390.064969297502,0.3531494140625
0,80.12353515625,42.889404296875,24.28900146484375,32.51598536865918,23.704630803286893,17.518643421037897,22.260368883233085,0.04299157958414134,6398.176108693192,0.3468017578125
0,79.51531982421875,42.764404296875,24.56884765625,32.91562677522807,23.78917744300271,17.649926861133274,22.403539304002592,0.042728579938717856,6385.439634339928,0.35211181640625
0,78.841552734375,42.37030029296875,24.29730224609375,32.88646673433775,23.763758335174142,17.566855486040648,22.3336531453159,0.042856555455430025,6353.940109453832,0.34698486328125
0,77.2967529296875,41.36883544921875,23.84356689453125,33.49740288736907,23.882136694340833,17.394039671274097,22.387560632731144,0.042757772634076645,6271.481186964589,0.3538818359375
0,78.80401611328125,42.18402099609375,24.25396728515625,32.996507583067455,23.93144885256956,17.56431443954906,22.440593957683642,0.042661035032015814,6340.558427736403,0.35302734375
2,80.0897216796875,42.91204833984375,24.78448486328125,33.290889622479774,23.98479267457183,17.646696143154216,22.515087049783173,0.04252588977803596,6401.142861497214,0.34716796875
0,79.88299560546875,43.28997802734375,25.36083984375,33.46736281717614,23.973558883416256,17.8175854768358,22.581804178937634,0.042405576452592283,6428.368173332811,0.34967041015625
0,79.8433837890625,43.57623291015625,25.72149658203125,33.76864188100362,24.326133891473777,17.752307475634286,22.786973355967035,0.04203981671123985,6443.085714729099,0.3502197265625
0,78.89453125,42.50640869140625,24.968505859375,34.276513522709116,24.36000305762988,18.125622546258068,22.981436785961915,0.04169891941526093,6349.152416560502,0.3453369140625
0,75.09942626953125,39.98919677734375,24.135009765625,34.57938796358979,24.618134710619813,17.77884937935554,23.083504363592596,0.04152219647534831,6140.517357482066,0.36053466796875
0,77.32366943359375,41.42730712890625,24.0811767578125,33.74296130757922,24.159485733407948,17.64916553616781,22.653987961018004,0.04227616931436718,6269.693393333166,0.3443603515625
0,81.2393798828125,43.8846435546875,25.98193359375,33.36707605791249,23.823887912625374,17.5761746354519,22.406861771394535,0.04272251486622172,6501.050237569504,0.34271240234375
1,80.8701171875,43.31414794921875,25.2147216796875,32.92086422549467,23.659686528616728,17.49197048131005,22.22307022863801,0.04306062851098944,6453.588948265102,0.3447265625
1,80.15264892578125,42.52935791015625,24.46929931640625,32.660600062613504,23.68016289377274,17.46725549418903,22.237419456050745,0.043034038348849966,6382.078162766446,0.3485107421875
0,79.6287841796875,42.3875732421875,24.3670654296875,32.73879022410858,23.751722940578496,17.440423261958575,22.26097804248101,0.04299045371925987,6367.597870617859,0.35174560546875
0,80.62432861328125,42.7071533203125,24.42413330078125,32.57184136663304,23.73105859816168,17.514645269929098,22.275913988543458,0.04296286712917937,6398.451233463944,0.3515625
0,80.10308837890625,42.72283935546875,24.77362060546875,33.079345458014515,23.878827221969136,17.753921907352975,22.493604776038723,0.042564774947602184,6390.879740343715,0.3521728515625
0,80.49493408203125,43.03094482421875,24.84442138671875,32.680872128011096,23.750826608474554,17.562667561538614,22.306777126347857,0.04290597514100392,6422.153091974836,0.3529052734375
0,79.85955810546875,42.7647705078125,24.811767578125,33.092187687391444,23.82458916585851,17.806165765219642,22.45174607060767,0.04264074824063147,6395.567221009852,0.35296630859375
0,75.684326171875,40.12298583984375,24.17218017578125,34.83926132011286,24.831100828011113,18.072606249870248,23.315754039166,0.04112560105638816,6144.652698594498,0.3572998046875
2,79.700439453125,42.63543701171875,24.863037109375,33.13083836818434,24.108156595497803,17.726720290576644,22.61854380492275,0.0423396128169245,6378.200826015398,0.35064697265625
5,80.3231201171875,42.89996337890625,24.90960693359375,33.19969044929382,23.939831703477918,17.605057714216372,22.469664301394932,0.04260819358803374,6407.216072991845,0.35162353515625
0,79.58697509765625,42.46697998046875,24.8992919921875,33.62317575761844,24.090112170865304,17.582471392838237,22.56948252193691,0.04242774524511798,6373.623998093972,0.35205078125
0,80.242431640625,43.0509033203125,25.35137939453125,33.70866343496133,24.19060555532315,17.879691167678697,22.75413789811323,0.04209792854993189,6411.070263246838,0.346923828125
0,79.4771728515625,42.21234130859375,24.49810791015625,33.586775677425024,24.164796586746203,17.66486919968192,22.63018312667735,0.04231875794779803,6346.917241607798,0.34783935546875
0,78.57391357421875,41.8448486328125,24.496337890625,33.54330741489905,23.96811797012486,17.677593191440963,22.54030682882501,0.04248032989848306,6322.791633363159,0.348388671875
0,79.2557373046875,43.29791259765625,25.34674072265625,33.08631701809097,23.955658817756433,17.63301701177816,22.45953615245431,0.042626588756972554,6433.29109319521,0.3447265625
2,79.653564453125,43.35186767578125,24.77435302734375,32.4715109808677,23.715093698301278,17.56137184839605,22.260447583484257,0.04299143412485474,6430.430257106296,0.344970703125
2,78.87615966796875,42.93231201171875,24.501220703125,32.73206261220802,23.750549867736456,17.56037293819906,22.3098288040398,0.042900357973744155,6386.9098820389845,0.35211181640625
3,75.53631591796875,40.365966796875,24.688232421875,35.049915919425395,25.02562122540912,18.456669542108756,23.554726984297776,0.040725356084776614,6158.364372153661,0.35540771484375
0,79.182373046875,43.034912109375,24.3214111328125,32.53404267001852,23.650044118535625,17.499186380665435,22.213164757925664,0.04307900324786909,6394.478664602698,0.3525390625
1,78.9102783203125,42.55999755859375,23.88739013671875,32.26591830709118,23.660892437882076,17.34970554210065,22.12543123843306,0.0432424368518612,6362.320583990122,0.35009765625
1,78.67266845703125,42.46942138671875,24.09234619140625,32.286482666089476,23.567025790218995,17.55240354282431,22.161497059639572,0.04317510208537278,6360.737567352045,0.351318359375
2,79.36834716796875,43.0469970703125,24.41802978515625,32.400263905183984,23.566693162744418,17.555739068556854,22.161172131011945,0.043175707789893644,6408.027206077502,0.34814453125
0,78.38519287109375,42.5579833984375,24.13336181640625,32.91528919336009,23.697269943376508,17.52449737033722,22.289577750188194,0.04293766124600174,6358.9698720462275,0.35052490234375
2,78.567626953125,42.42840576171875,24.1815185546875,32.98156322148347,23.8375775563968,17.613437038112526,22.369783186836916,0.04279029856653751,6351.732298847643,0.34564208984375
0,78.25457763671875,42.22161865234375,23.98504638671875,33.349889932181206,23.926207333799574,17.381728084792623,22.406879049113883,0.04272248333072226,6329.398620231717,0.34844970703125
0,77.635498046875,42.00372314453125,24.20855712890625,33.64930834062909,23.946563707227153,17.514984447424258,22.511819765114844,0.0425317993243436,6310.327967974033,0.34820556640625
0,77.7357177734375,42.0662841796875,24.16021728515625,33.441467764331875,23.789718042308177,17.4651690720275,22.37066453274177,0.042788684874536735,6322.730495501644,0.34771728515625
0,77.81524658203125,41.8861083984375,23.86480712890625,32.94216729655291,23.856312065840793,17.58573020859915,22.372719240557828,0.0427849232991571,6306.350435935603,0.34820556640625
0,74.1767578125,39.291259765625,23.9385986328125,34.759753813733276,24.62754550959257,18.08321258870662,23.212361536347416,0.041301217086933364,6080.319311322692,0.356689453125
0,77.519287109375,41.86651611328125,23.935546875,32.77668423398864,23.854116294277027,17.718887678415445,22.375703246420635,0.04277946162552878,6307.769535844812,0.34368896484375
0,80.049560546875,44.0767822265625,25.90228271484375,33.14140196522989,24.109240075720898,17.63238250373338,22.60632222535234,0.04236153308650663,6487.563877159564,0.34173583984375
1,79.56353759765625,43.23956298828125,24.7142333984375,32.642788285258106,23.77851741249577,17.6758119660843,22.350071590234123,0.04282642115830761,6418.5678052432595,0.34918212890625
0,80.27105712890625,43.861572265625,25.0609130859375,32.42991733394915,23.653336962912988,17.611480867489867,22.245393836738916,0.0430192754325168,6471.218905890295,0.35345458984375
0,78.84136962890625,42.95953369140625,24.38604736328125,32.496869891021205,23.688018127523883,17.427324068014137,22.234876753023933,0.043038747768259784,6392.4294746403675,0.3494873046875
