True Label,Predicted Label,Confidence
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
9,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
27,0,0.4866666666666667
0,0,0.4866666666666667
2,0,0.4866666666666667
55,0,0.4866666666666667
0,0,0.48
0,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.49333333333333335
0,0,0.4866666666666667
1,0,0.4866666666666667
80,0,0.4866666666666667
28,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
16,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
16,0,0.4866666666666667
2,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
20,0,0.4866666666666667
6,0,0.4866666666666667
0,0,0.49333333333333335
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
19,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
2,0,0.4866666666666667
2,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
32,0,0.4866666666666667
0,0,0.4866666666666667
16,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
3,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.49333333333333335
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
2,0,0.4866666666666667
0,0,0.4866666666666667
21,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
4,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
21,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
2,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
18,0,0.4866666666666667
0,0,0.4866666666666667
16,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.49333333333333335
0,0,0.4866666666666667
16,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
30,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.4866666666666667
4,0,0.49333333333333335
16,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.49333333333333335
0,0,0.4866666666666667
0,0,0.49333333333333335
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.49333333333333335
0,0,0.4866666666666667
32,0,0.4866666666666667
0,0,0.4866666666666667
7,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
4,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
2,0,0.4866666666666667
5,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
16,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.49333333333333335
0,0,0.4866666666666667
1,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
2,0,0.4866666666666667
32,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.4866666666666667
26,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
32,0,0.4866666666666667
1,0,0.4866666666666667
18,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
20,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.4866666666666667
2,0,0.49333333333333335
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
2,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.49333333333333335
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
16,0,0.4866666666666667
50,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.4866666666666667
0,0,0.4866666666666667
3,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.49333333333333335
0,0,0.4866666666666667
0,0,0.4866666666666667
2,0,0.4866666666666667
8,0,0.4866666666666667
13,0,0.4866666666666667
2,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.4866666666666667
16,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.4866666666666667
16,0,0.4866666666666667
16,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
10,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
20,0,0.4866666666666667
0,0,0.49333333333333335
20,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.49333333333333335
0,0,0.4866666666666667
4,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
2,0,0.4866666666666667
16,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.48
17,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
2,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
48,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
